Date,Close,High,Low,Volume
2022-03-01,23.476999282836914,24.37700080871582,23.131999969482422,412056000
2022-03-02,24.219999313354492,24.409000396728516,23.415000915527344,389642000
2022-03-03,23.714000701904297,24.326000213623047,23.4689998626709,365095000
2022-03-04,22.93600082397461,23.68000030517578,22.48200035095215,431415000
2022-03-07,21.351999282836914,23.033000946044922,21.329999923706055,450821000
2022-03-08,21.513999938964844,22.37299919128418,20.649999618530273,557467000
2022-03-09,23.013999938964844,23.219999313354492,22.246999740600586,492742000
2022-03-10,22.658000946044922,22.788000106811523,21.881999969482422,428066000
2022-03-11,22.100000381469727,23.145000457763672,22.04599952697754,367209000
2022-03-14,21.329999923706055,22.261999130249023,21.159000396728516,385354000
2022-03-15,22.972999572753906,23.038000106811523,21.32200050354004,491996000
2022-03-16,24.496000289916992,24.597000122070312,23.172000885009766,671422000
2022-03-17,24.766000747680664,24.841999053955078,23.9060001373291,471941000
2022-03-18,26.452999114990234,26.569000244140625,24.624000549316406,730719000
2022-03-21,26.733999252319336,27.152000427246094,25.966999053955078,591727000
2022-03-22,26.52400016784668,27.238000869750977,26.07200050354004,547007000
2022-03-23,25.634000778198242,26.61199951171875,25.575000762939453,502120000
2022-03-24,28.149999618530273,28.31999969482422,25.906999588012695,877379000
2022-03-25,27.691999435424805,28.357999801635742,27.270999908447266,579016000
2022-03-28,28.2189998626709,28.25,27.20599937438965,425494000
2022-03-29,28.6560001373291,28.945999145507812,27.979999542236328,488984000
2022-03-30,27.690000534057617,28.496000289916992,27.503000259399414,463487000
2022-03-31,27.285999298095703,28.24799919128418,27.270000457763672,523440000
2022-04-01,26.711999893188477,27.496000289916992,26.267000198364258,517235000
2022-04-04,27.360000610351562,27.558000564575195,26.613000869750977,397120000
2022-04-05,25.930999755859375,27.319000244140625,25.81999969482422,436615000
2022-04-06,24.406999588012695,25.299999237060547,24.003000259399414,703833000
2022-04-07,24.20800018310547,24.722000122070312,23.47800064086914,557992000
2022-04-08,23.118999481201172,23.92300033569336,23.062000274658203,524781000
2022-04-11,21.91699981689453,22.31999969482422,21.65999984741211,575207000
2022-04-12,21.503999710083008,22.725000381469727,21.281999588012695,662258000
2022-04-13,22.202999114990234,22.5,21.454999923706055,516943000
2022-04-14,21.257999420166016,22.777000427246094,21.163000106811523,569097000
2022-04-18,21.783000946044922,22.08799934387207,21.07900047302246,525701000
2022-04-19,22.197999954223633,22.37299919128418,21.31399917602539,512781000
2022-04-20,21.48200035095215,22.670000076293945,21.200000762939453,468974000
2022-04-21,20.183000564575195,22.392000198364258,20.0,656209000
2022-04-22,19.514999389648438,20.486000061035156,19.5,624713000
2022-04-25,19.902000427246094,19.94499969482422,19.09600067138672,641566000
2022-04-26,18.788000106811523,19.788000106811523,18.670000076293945,653143000
2022-04-27,18.415000915527344,19.16699981689453,18.290000915527344,499460000
2022-04-28,19.781999588012695,20.03700065612793,18.489999771118164,570327000
2022-04-29,18.547000885009766,20.128000259399414,18.517000198364258,500435000
2022-05-02,19.533000946044922,19.573999404907227,18.391000747680664,572049000
2022-05-03,19.601999282836914,19.825000762939453,19.132999420166016,475751000
2022-05-04,20.333999633789062,20.399999618530273,18.750999450683594,648855000
2022-05-05,18.8439998626709,19.924999237060547,18.5,626331000
2022-05-06,18.674999237060547,19.511999130249023,17.989999771118164,633297000
2022-05-09,16.950000762939453,18.2549991607666,16.82699966430664,644455000
2022-05-10,17.594999313354492,18.197999954223633,17.024999618530273,761474000
2022-05-11,16.6299991607666,17.753000259399414,16.56800079345703,670167000
2022-05-12,16.174999237060547,16.788000106811523,15.567000389099121,708728000
2022-05-13,17.70599937438965,17.92799949645996,16.593000411987305,670437000
2022-05-16,17.263999938964844,17.788000106811523,17.106000900268555,521446000
2022-05-17,18.177000045776367,18.371000289916992,17.634000778198242,585830000
2022-05-18,16.937999725341797,18.118000030517578,16.86400032043457,545161000
2022-05-19,17.124000549316406,17.687000274658203,16.733999252319336,621310000
2022-05-20,16.694000244140625,17.40999984741211,15.755000114440918,739105000
2022-05-23,16.898000717163086,16.915000915527344,16.179000854492188,639889000
2022-05-24,16.15399932861328,16.597000122070312,15.779999732971191,588550000
2022-05-25,16.975000381469727,17.111000061035156,16.0,781132000
2022-05-26,17.85099983215332,18.091999053955078,16.02199935913086,996575000
2022-05-27,18.81100082397461,18.881000518798828,18.100000381469727,738379000
2022-05-31,18.672000885009766,19.200000762939453,18.350000381469727,664100000
2022-06-01,18.31999969482422,19.05299949645996,18.121999740600586,544514000
2022-06-02,19.591999053955078,19.618999481201172,18.197999954223633,648656000
2022-06-03,18.719999313354492,19.332000732421875,18.52199935913086,598779000
2022-06-06,18.785999298095703,19.336999893188477,18.56399917602539,422406000
2022-06-07,18.926000595092773,19.0,18.187999725341797,388914000
2022-06-08,18.648000717163086,19.18000030517578,18.53499984741211,363252000
2022-06-09,18.04800033569336,18.933000564575195,18.041000366210938,395574000
2022-06-10,16.974000930786133,17.69700050354004,16.868999481201172,465248000
2022-06-13,15.647000312805176,16.312000274658203,15.605999946594238,604153000
2022-06-14,15.836000442504883,16.06599998474121,15.411999702453613,469680000
2022-06-15,16.527000427246094,16.868000030517578,15.925999641418457,563936000
2022-06-16,15.60099983215332,15.942000389099121,15.401000022888184,545749000
2022-06-17,15.880000114440918,15.994999885559082,15.32800006866455,630334000
2022-06-21,16.56599998474121,17.007999420166016,16.406999588012695,483089000
2022-06-22,16.360000610351562,16.66200065612793,16.18000030517578,437135000
2022-06-23,16.225000381469727,16.584999084472656,15.852999687194824,463680000
2022-06-24,17.125999450683594,17.139999389648438,16.309999465942383,472153000
2022-06-27,16.868999481201172,17.329999923706055,16.625999450683594,427968000
2022-06-28,15.982000350952148,17.20199966430664,15.944999694824219,461149000
2022-06-29,15.541999816894531,15.819999694824219,15.170000076293945,482352000
2022-06-30,15.159000396728516,15.567000389099121,14.862000465393066,686070000
2022-07-01,14.52299976348877,15.062999725341797,14.392000198364258,577610000
2022-07-05,14.96399974822998,14.970999717712402,14.055000305175781,651397000
2022-07-06,15.130000114440918,15.319000244140625,14.788999557495117,529066000
2022-07-07,15.857999801635742,15.944999694824219,15.388999938964844,492903000
2022-07-08,15.838000297546387,16.03700065612793,15.388999938964844,467972000
2022-07-11,15.152000427246094,15.527000427246094,15.038000106811523,437321000
2022-07-12,15.081999778747559,15.430999755859375,14.876999855041504,458483000
2022-07-13,15.163999557495117,15.375,14.46500015258789,521918000
2022-07-14,15.371999740600586,15.472999572753906,14.727999687194824,456235000
2022-07-15,15.76200008392334,15.781999588012695,15.444999694824219,385935000
2022-07-18,16.10099983215332,16.89699935913086,16.00200080871582,670517000
2022-07-19,16.992000579833984,17.110000610351562,16.172000885009766,702366000
2022-07-20,17.80699920654297,17.933000564575195,16.801000595092773,760538000
2022-07-21,18.049999237060547,18.143999099731445,17.545000076293945,557049000
2022-07-22,17.319000244140625,17.966999053955078,17.136999130249023,536671000
2022-07-25,17.02400016784668,17.124000549316406,16.64900016784668,480748000
2022-07-26,16.533000946044922,16.91900062561035,16.47800064086914,397865000
2022-07-27,17.790000915527344,17.93600082397461,16.913000106811523,569776000
2022-07-28,17.983999252319336,18.139999389648438,17.440000534057617,474646000
2022-07-29,18.163000106811523,18.243999481201172,17.691999435424805,435460000
2022-08-01,18.44099998474121,18.84600067138672,17.989999771118164,476469000
2022-08-02,18.525999069213867,18.937999725341797,18.091999053955078,489527000
2022-08-03,18.89299964904785,18.968000411987305,18.136999130249023,418146000
2022-08-04,19.21500015258789,19.27400016784668,18.760000228881836,409652000
2022-08-05,18.98900032043457,19.229000091552734,18.666000366210938,386068000
2022-08-08,17.792999267578125,18.23900032043457,17.242000579833984,981859000
2022-08-09,17.086000442504883,17.44700050354004,16.724000930786133,668263000
2022-08-10,18.097000122070312,18.118000030517578,17.316999435424805,597422000
2022-08-11,17.941999435424805,18.707000732421875,17.875999450683594,509327000
2022-08-12,18.708999633789062,18.718000411987305,17.952999114990234,478094000
2022-08-15,19.031999588012695,19.163999557495117,18.613000869750977,457666000
2022-08-16,18.878999710083008,19.142000198364258,18.500999450683594,451240000
2022-08-17,18.334999084472656,18.687999725341797,18.145000457763672,446799000
2022-08-18,18.773000717163086,18.864999771118164,18.183000564575195,415447000
2022-08-19,17.849000930786133,18.520000457763672,17.770000457763672,441588000
2022-08-22,17.034000396728516,17.558000564575195,16.965999603271484,409593000
2022-08-23,17.180999755859375,17.46500015258789,16.969999313354492,369986000
2022-08-24,17.222000122070312,17.4060001373291,16.895000457763672,522661000
2022-08-25,17.913000106811523,17.94700050354004,16.83300018310547,770691000
2022-08-26,16.260000228881836,17.923999786376953,16.23699951171875,769127000
2022-08-29,15.800999641418457,16.33799934387207,15.767000198364258,496132000
2022-08-30,15.468000411987305,16.038999557495117,15.182000160217285,530181000
2022-08-31,15.093999862670898,15.539999961853027,14.958999633789062,573710000
2022-09-01,13.937000274658203,14.380000114440918,13.270000457763672,1178865000
2022-09-02,13.647000312805176,14.170999526977539,13.590999603271484,743157000
2022-09-06,13.46500015258789,13.779000282287598,13.35099983215332,535751000
2022-09-07,13.71399974822998,13.838000297546387,13.345999717712402,512657000
2022-09-08,13.989999771118164,14.008000373840332,13.369000434875488,624873000
2022-09-09,14.38700008392334,14.473999977111816,14.12600040435791,486612000
2022-09-12,14.505000114440918,14.54699993133545,14.197999954223633,484159000
2022-09-13,13.130999565124512,13.92199993133545,13.098999977111816,714956000
2022-09-14,13.128000259399414,13.289999961853027,12.913000106811523,588507000
2022-09-15,12.928999900817871,13.232999801635742,12.789999961853027,523625000
2022-09-16,13.197999954223633,13.211999893188477,12.616999626159668,670751000
2022-09-19,13.381999969482422,13.463000297546387,13.010000228881836,569685000
2022-09-20,13.175999641418457,13.482999801635742,13.057000160217285,524818000
2022-09-21,13.26099967956543,14.031000137329102,13.109999656677246,807679000
2022-09-22,12.560999870300293,13.14900016784668,12.428000450134277,759162000
2022-09-23,12.515999794006348,12.611000061035156,12.256999969482422,663309000
2022-09-26,12.227999687194824,12.659000396728516,12.21399974822998,547343000
2022-09-27,12.413000106811523,12.736000061035156,12.258000373840332,553854000
2022-09-28,12.736000061035156,12.822999954223633,12.354000091552734,542414000
2022-09-29,12.220000267028809,12.5,11.946000099182129,532763000
2022-09-30,12.138999938964844,12.633000373840332,12.074999809265137,565638000
2022-10-03,12.51200008392334,12.678000450134277,12.104999542236328,547478000
2022-10-04,13.166999816894531,13.220000267028809,12.878999710083008,584182000
2022-10-05,13.208999633789062,13.321000099182129,12.621000289916992,507131000
2022-10-06,13.130000114440918,13.656000137329102,13.102999687194824,644157000
2022-10-07,12.076000213623047,12.670000076293945,12.022000312805176,672478000
2022-10-10,11.670000076293945,12.12399959564209,11.407999992370605,698699000
2022-10-11,11.586000442504883,11.845999717712402,11.282999992370605,667482000
2022-10-12,11.5,11.734999656677246,11.345000267028809,492590000
2022-10-13,11.960000038146973,12.07800006866455,10.812999725341797,850103000
2022-10-14,11.22700023651123,12.111000061035156,11.204000473022461,713432000
2022-10-17,11.887999534606934,11.947999954223633,11.517000198364258,580774000
2022-10-18,11.967000007629395,12.491999626159668,11.618000030517578,659362000
2022-10-19,12.050999641418457,12.350000381469727,11.833999633789062,523131000
2022-10-20,12.194000244140625,12.769000053405762,12.104999542236328,652398000
2022-10-21,12.465999603271484,12.498000144958496,11.88700008392334,609494000
2022-10-24,12.598999977111816,12.710000038146973,12.064000129699707,517457000
2022-10-25,13.26099967956543,13.300000190734863,12.663999557495117,505482000
2022-10-26,12.895999908447266,13.387999534606934,12.708000183105469,532953000
2022-10-27,13.175999641418457,13.838000297546387,13.121999740600586,583113000
2022-10-28,13.833999633789062,13.850000381469727,13.060999870300293,521040000
2022-10-31,13.496999740600586,13.838000297546387,13.29699993133545,486341000
2022-11-01,13.543000221252441,13.925000190734863,13.519000053405762,432817000
2022-11-02,13.218999862670898,14.210000038146973,13.211000442504883,672628000
2022-11-03,13.420999526977539,13.781000137329102,12.956000328063965,500065000
2022-11-04,14.156000137329102,14.229000091552734,13.696999549865723,612576000
2022-11-07,14.300999641418457,14.411999702453613,13.954000473022461,410061000
2022-11-08,14.60200023651123,14.890999794006348,14.215999603271484,595292000
2022-11-09,13.776000022888184,14.211000442504883,13.758999824523926,454414000
2022-11-10,15.75,15.77299976348877,14.54699993133545,700819000
2022-11-11,16.32699966430664,16.388999938964844,15.482000350952148,655487000
2022-11-14,16.295000076293945,16.540000915527344,15.92199993133545,527852000
2022-11-15,16.666000366210938,16.99799919128418,16.381999969482422,545876000
2022-11-16,15.90999984741211,16.36199951171875,15.873000144958496,649547000
2022-11-17,15.677000045776367,16.266000747680664,15.53499984741211,710894000
2022-11-18,15.409000396728516,16.00200080871582,15.119999885559082,492072000
2022-11-21,15.317000389099121,15.47700023651123,15.079999923706055,404739000
2022-11-22,16.038000106811523,16.058000564575195,15.121999740600586,472866000
2022-11-23,16.518999099731445,16.527000427246094,16.04800033569336,427241000
2022-11-25,16.270000457763672,16.48699951171875,16.172000885009766,167934000
2022-11-28,15.82699966430664,16.35700035095215,15.725000381469727,303741000
2022-11-29,15.638999938964844,15.932000160217285,15.520000457763672,298384000
2022-11-30,16.92300033569336,16.93000030517578,15.597000122070312,565298000
2022-12-01,17.135000228881836,17.264999389648438,16.635000228881836,470977000
2022-12-02,16.875999450683594,16.933000564575195,16.44499969482422,371389000
2022-12-05,16.610000610351562,16.9950008392334,16.472000122070312,352255000
2022-12-06,15.987000465393066,16.572999954223633,15.819000244140625,352694000
2022-12-07,16.1200008392334,16.18600082397461,15.666999816894531,372388000
2022-12-08,17.16900062561035,17.179000854492188,15.958999633789062,515456000
2022-12-09,17.000999450683594,17.58300018310547,16.975000381469727,465338000
2022-12-12,17.53499984741211,17.538000106811523,16.797000885009766,457328000
2022-12-13,18.07200050354004,18.790000915527344,17.711000442504883,656589000
2022-12-14,17.673999786376953,18.25200080871582,17.420000076293945,496888000
2022-12-15,16.95199966430664,17.31999969482422,16.700000762939453,478542000
2022-12-16,16.570999145507812,17.041000366210938,16.40999984741211,478232000
2022-12-19,16.253999710083008,16.608999252319336,16.145000457763672,354039000
2022-12-20,16.084999084472656,16.309999465942383,15.85200023651123,403260000
2022-12-21,16.500999450683594,16.62700080871582,16.101999282836914,325025000
2022-12-22,15.33899974822998,16.13800048828125,14.881999969482422,565045000
2022-12-23,15.206000328063965,15.33899974822998,14.883000373840332,349326000
2022-12-27,14.121000289916992,15.100000381469727,14.055999755859375,464902000
2022-12-28,14.03600025177002,14.26200008392334,13.883999824523926,351066000
2022-12-29,14.602999687194824,14.682999610900879,14.22700023651123,354923000
2022-12-30,14.61400032043457,14.628999710083008,14.232999801635742,310490000
2023-01-03,14.3149995803833,14.996000289916992,14.095999717712402,401277000
2023-01-04,14.74899959564209,14.852999687194824,14.241000175476074,431324000
2023-01-05,14.265000343322754,14.564000129699707,14.14799976348877,389168000
2023-01-06,14.859000205993652,15.010000228881836,14.034000396728516,405044000
2023-01-09,15.628000259399414,16.055999755859375,15.140999794006348,504231000
2023-01-10,15.909000396728516,15.961999893188477,15.472000122070312,384101000
2023-01-11,16.000999450683594,16.027999877929688,15.562999725341797,353285000
2023-01-12,16.51099967956543,16.636999130249023,15.491999626159668,551409000
2023-01-13,16.89900016784668,16.922000885009766,16.165000915527344,447287000
2023-01-17,17.70199966430664,17.72800064086914,16.89900016784668,511102000
2023-01-18,17.37700080871582,17.87299919128418,17.281999588012695,439624000
2023-01-19,16.764999389648438,17.19700050354004,16.731000900268555,452932000
2023-01-20,17.839000701904297,17.856000900268555,16.825000762939453,564967000
2023-01-23,19.19300079345703,19.2450008392334,17.81800079345703,655163000
2023-01-24,19.264999389648438,19.4950008392334,18.81999969482422,496204000
2023-01-25,19.322999954223633,19.3700008392334,18.579999923706055,449537000
2023-01-26,19.802000045776367,20.166000366210938,19.277999877929688,489535000
2023-01-27,20.364999771118164,20.628000259399414,19.405000686645508,542142000
2023-01-30,19.16200065612793,20.139999389648438,19.149999618530273,488611000
2023-01-31,19.53700065612793,19.687000274658203,18.950000762939453,498017000
2023-02-01,20.94300079345703,21.191999435424805,19.611000061035156,660477000
2023-02-02,21.708999633789062,21.948999404907227,20.700000762939453,564276000
2023-02-03,21.100000381469727,21.7450008392334,20.788999557495117,429366000
2023-02-06,21.089000701904297,21.56999969482422,20.785999298095703,452197000
2023-02-07,22.17300033569336,22.259000778198242,21.149999618530273,664150000
2023-02-08,22.204999923706055,22.878000259399414,22.007999420166016,559651000
2023-02-09,22.336999893188477,23.020000457763672,22.1200008392334,523876000
2023-02-10,21.264999389648438,22.077999114990234,20.81100082397461,550737000
2023-02-13,21.788000106811523,22.04800033569336,20.961999893188477,474919000
2023-02-14,22.97100067138672,23.048999786376953,21.365999221801758,675474000
2023-02-15,22.763999938964844,22.854999542236328,22.106000900268555,420575000
2023-02-16,22.00200080871582,22.549999237060547,21.927000045776367,412026000
2023-02-17,21.38800048828125,21.739999771118164,20.975000381469727,465888000
2023-02-21,20.655000686645508,21.493999481201172,20.618000030517578,410015000
2023-02-22,20.753999710083008,21.104000091552734,20.42099952697754,513184000
2023-02-23,23.663999557495117,23.88800048828125,23.024999618530273,1117995000
2023-02-24,23.285999298095703,23.474000930786133,22.94700050354004,589716000
2023-02-27,23.500999450683594,23.8799991607666,23.45400047302246,452994000
2023-02-28,23.215999603271484,23.825000762939453,23.20599937438965,455963000
2023-03-01,22.697999954223633,23.256000518798828,22.507999420166016,460026000
2023-03-02,23.31399917602539,23.3799991607666,22.43199920654297,389415000
2023-03-03,23.889999389648438,23.899999618530273,23.1299991607666,412393000
2023-03-06,23.554000854492188,24.24799919128418,23.48699951171875,437429000
2023-03-07,23.288000106811523,24.125,23.240999221801758,515154000
2023-03-08,24.180999755859375,24.200000762939453,23.423999786376953,513573000
2023-03-09,23.43600082397461,24.45400047302246,23.382999420166016,501257000
2023-03-10,22.96500015258789,23.62700080871582,22.72599983215332,474866000
2023-03-13,22.965999603271484,23.29800033569336,22.297000885009766,421890000
2023-03-14,24.062999725341797,24.2189998626709,23.459999084472656,474910000
2023-03-15,24.22800064086914,24.285999298095703,23.360000610351562,524486000
2023-03-16,25.541000366210938,25.58799934387207,23.893999099731445,583253000
2023-03-17,25.725000381469727,26.39900016784668,25.667999267578125,848547000
2023-03-20,25.899999618530273,26.02400016784668,25.1299991607666,432747000
2023-03-21,26.198999404907227,26.392000198364258,25.381000518798828,547408000
2023-03-22,26.468000411987305,27.589000701904297,26.23699951171875,797295000
2023-03-23,27.19099998474121,27.499000549316406,26.690000534057617,564889000
2023-03-24,26.77899932861328,27.16699981689453,26.354999542236328,454920000
2023-03-27,26.5310001373291,27.0,26.364999771118164,361026000
2023-03-28,26.40999984741211,26.51300048828125,25.850000381469727,356104000
2023-03-29,26.983999252319336,27.077999114990234,26.597000122070312,393694000
2023-03-30,27.382999420166016,27.499000549316406,27.101999282836914,364516000
2023-03-31,27.777000427246094,27.833999633789062,27.104999542236328,433933000
2023-04-03,27.96500015258789,28.0,27.336000442504883,398716000
2023-04-04,27.452999114990234,28.0,27.30699920654297,368592000
2023-04-05,26.881000518798828,26.99799919128418,26.395000457763672,515015000
2023-04-06,27.03700065612793,27.079999923706055,26.427000045776367,397654000
2023-04-10,27.57900047302246,27.621000289916992,26.66900062561035,395279000
2023-04-11,27.16900062561035,27.790000915527344,27.125999450683594,314378000
2023-04-12,26.4950008392334,27.468000411987305,26.447999954223633,446259000
2023-04-13,26.46299934387207,26.886999130249023,26.32900047302246,353615000
2023-04-14,26.757999420166016,26.882999420166016,26.219999313354492,395660000
2023-04-17,27.00200080871582,27.006000518798828,26.433000564575195,321471000
2023-04-18,27.66699981689453,28.110000610351562,27.35700035095215,604812000
2023-04-19,27.930999755859375,28.0,27.23200035095215,358660000
2023-04-20,27.104000091552734,28.030000686645508,27.0,427713000
2023-04-21,27.118999481201172,27.183000564575195,26.722000122070312,345103000
2023-04-24,27.04199981689453,27.365999221801758,26.67099952697754,339282000
2023-04-25,26.240999221801758,27.246999740600586,26.225000381469727,378527000
2023-04-26,26.95599937438965,27.329999923706055,26.704999923706055,406337000
2023-04-27,27.22599983215332,27.4950008392334,26.625,377161000
2023-04-28,27.749000549316406,27.757999420166016,27.070999145507812,292216000
2023-05-01,28.90999984741211,29.058000564575195,27.780000686645508,570329000
2023-05-02,28.209999084472656,28.836000442504883,28.08300018310547,402730000
2023-05-03,27.802000045776367,28.367000579833984,27.472000122070312,383387000
2023-05-04,27.562000274658203,27.858999252319336,27.239999771118164,321850000
2023-05-05,28.68000030517578,28.7549991607666,27.731000900268555,361494000
2023-05-08,29.150999069213867,29.219999313354492,28.350000381469727,344979000
2023-05-09,28.570999145507812,28.972999572753906,28.450000762939453,314869000
2023-05-10,28.885000228881836,29.113000869750977,28.461000442504883,369350000
2023-05-11,28.577999114990234,28.950000762939453,28.246000289916992,322149000
2023-05-12,28.34000015258789,28.780000686645508,28.04599952697754,274222000
2023-05-15,28.952999114990234,28.9689998626709,28.152000427246094,293926000
2023-05-16,29.21299934387207,29.8700008392334,28.832000732421875,449405000
2023-05-17,30.17799949645996,30.198999404907227,29.43000030517578,432535000
2023-05-18,31.67799949645996,31.827999114990234,30.31999969482422,748725000
2023-05-19,31.263999938964844,31.579999923706055,30.916000366210938,473908000
2023-05-22,31.176000595092773,31.520000457763672,30.68000030517578,372000000
2023-05-23,30.687999725341797,31.288000106811523,30.631000518798828,356253000
2023-05-24,30.538000106811523,30.60700035095215,29.805999755859375,721419000
2023-05-25,37.97999954223633,39.47999954223633,36.6349983215332,1543911000
2023-05-26,38.94599914550781,39.16999816894531,37.54999923706055,714397000
2023-05-30,40.111000061035156,41.9379997253418,39.94900131225586,923401000
2023-05-31,37.83399963378906,40.29499816894531,37.821998596191406,1002580000
2023-06-01,39.77000045776367,40.04999923706055,38.34000015258789,635873000
2023-06-02,39.32699966430664,40.5,39.05799865722656,482731000
2023-06-05,39.17100143432617,39.564998626708984,38.707000732421875,396094000
2023-06-06,38.65399932861328,39.15999984741211,38.14799880981445,388729000
2023-06-07,37.474998474121094,39.499000549316406,37.35599899291992,511998000
2023-06-08,38.5099983215332,38.86399841308594,37.505001068115234,417772000
2023-06-09,38.77000045776367,39.71099853515625,38.56700134277344,427717000
2023-06-12,39.481998443603516,39.529998779296875,38.61800003051758,388701000
2023-06-13,41.02199935913086,41.10100173950195,39.7400016784668,613208000
2023-06-14,42.99700164794922,43.0,40.551998138427734,740465000
2023-06-15,42.65299987792969,43.28900146484375,42.14699935913086,568622000
2023-06-16,42.69200134277344,43.72100067138672,42.6609992980957,655709000
2023-06-20,43.80799865722656,43.9900016784668,42.67399978637695,451153000
2023-06-21,43.04499816894531,43.6150016784668,42.08000183105469,551603000
2023-06-22,43.025001525878906,43.42599868774414,42.23400115966797,417737000
2023-06-23,42.20899963378906,42.808998107910156,42.01499938964844,358140000
2023-06-26,40.63199996948242,42.763999938964844,40.099998474121094,594322000
2023-06-27,41.875999450683594,41.939998626708984,40.448001861572266,462175000
2023-06-28,41.117000579833984,41.845001220703125,40.518001556396484,582639000
2023-06-29,40.821998596191406,41.599998474121094,40.599998474121094,380514000
2023-06-30,42.301998138427734,42.54999923706055,41.500999450683594,501148000
2023-07-03,42.41299819946289,42.89799880981445,42.20199966430664,198209000
2023-07-05,42.31700134277344,43.176998138427734,42.084999084472656,323618000
2023-07-06,42.10300064086914,42.17900085449219,41.34600067138672,303582000
2023-07-07,42.50299835205078,43.2140007019043,42.18000030517578,355881000
2023-07-10,42.18000030517578,42.81100082397461,41.64899826049805,353908000
2023-07-11,42.404998779296875,42.757999420166016,42.06700134277344,298244000
2023-07-12,43.902000427246094,43.935001373291016,42.777000427246094,481277000
2023-07-13,45.97700119018555,46.154998779296875,44.492000579833984,478204000
2023-07-14,45.46900177001953,48.0880012512207,45.060001373291016,772075000
2023-07-17,46.46099853515625,46.49599838256836,45.262001037597656,510488000
2023-07-18,47.49399948120117,47.895999908447266,45.73400115966797,569164000
2023-07-19,47.07699966430664,47.81800079345703,46.742000579833984,427502000
2023-07-20,45.52000045776367,47.08700180053711,45.0620002746582,537865000
2023-07-21,44.308998107910156,45.86600112915039,44.099998474121094,963769000
2023-07-24,44.61199951171875,45.10900115966797,44.040000915527344,382516000
2023-07-25,45.67900085449219,46.18299865722656,44.92300033569336,348081000
2023-07-26,45.45199966430664,46.053001403808594,44.630001068115234,364237000
2023-07-27,45.900001525878906,47.39500045776367,45.75,455976000
2023-07-28,46.75,47.027000427246094,46.38100051879883,331194000
2023-07-31,46.729000091552734,47.130001068115234,46.50600051879883,251055000
2023-08-01,46.50699996948242,46.900001525878906,46.027000427246094,237858000
2023-08-02,44.26900100708008,45.84000015258789,43.387001037597656,530142000
2023-08-03,44.51499938964844,45.11800003051758,43.79999923706055,324176000
2023-08-04,44.68000030517578,45.641998291015625,44.393001556396484,362666000
2023-08-07,45.41699981689453,45.540000915527344,44.5629997253418,322154000
2023-08-08,44.66400146484375,45.242000579833984,44.055999755859375,353843000
